example,percentile,time_seconds,axis,target,metadata,content,residual,sam
B,50,42,valence,44.0,102.26888275146484,85.2537841796875,85.2537841796875,72.40498352050781
B,50,42,arousal,175.0,122.36860656738281,122.36860656738281,122.36860656738281,103.37470245361328
B,50,43,valence,44.0,100.41571807861328,83.70496368408203,83.70496368408203,70.01837921142578
B,50,43,arousal,175.0,121.45834350585938,121.45834350585938,121.45834350585938,102.22698211669922
B,50,44,valence,44.0,98.37019348144531,74.71404266357422,74.71404266357422,67.81487274169922
B,50,44,arousal,175.0,119.91101837158203,119.91101837158203,119.91101837158203,101.31906127929688
B,50,45,valence,44.0,96.2826919555664,70.45654296875,70.45654296875,65.8421630859375
B,50,45,arousal,175.0,118.28482818603516,118.28482818603516,118.28482818603516,100.66325378417969
B,50,46,valence,44.0,94.48686218261719,70.09737396240234,70.09737396240234,64.0519790649414
B,50,46,arousal,175.0,116.69243621826172,116.69243621826172,116.69243621826172,100.27128601074219
B,50,47,valence,44.0,92.49955749511719,69.69991302490234,69.69991302490234,62.41473388671875
B,50,47,arousal,175.0,114.72489929199219,114.72489929199219,114.72489929199219,100.02095794677734
B,50,48,valence,44.0,90.7182388305664,72.6600112915039,72.6600112915039,60.92332458496094
B,50,48,arousal,175.0,113.33078002929688,113.33078002929688,113.33078002929688,99.86231231689453
B,50,49,valence,44.0,89.06336212158203,78.6126708984375,78.6126708984375,59.62699508666992
B,50,49,arousal,175.0,112.16901397705078,112.16901397705078,112.16901397705078,99.75926208496094
B,50,50,valence,44.0,88.10554504394531,73.18474578857422,73.18474578857422,58.51608657836914
B,50,50,arousal,175.0,110.77489471435547,110.77489471435547,110.77489471435547,99.64813232421875
B,50,51,valence,44.0,87.0446548461914,68.60893249511719,68.60893249511719,57.56365203857422
B,50,51,arousal,175.0,109.89195251464844,109.89195251464844,109.89195251464844,99.52986907958984
B,50,52,valence,44.0,85.6395492553711,68.32791137695312,68.32791137695312,56.8170051574707
B,50,52,arousal,175.0,108.94902801513672,108.94902801513672,108.94902801513672,99.41312408447266
B,50,53,valence,44.0,84.14109802246094,68.0282211303711,68.0282211303711,56.198204040527344
B,50,53,arousal,175.0,107.962158203125,107.962158203125,107.962158203125,99.28203582763672
B,50,54,valence,44.0,83.13807678222656,67.8276138305664,67.8276138305664,55.617942810058594
B,50,54,arousal,175.0,107.53294372558594,107.53294372558594,107.53294372558594,99.03752136230469
B,50,55,valence,44.0,82.17794799804688,65.23558807373047,65.23558807373047,55.12555694580078
B,50,55,arousal,175.0,106.52668762207031,106.52668762207031,106.52668762207031,98.63519287109375
B,50,56,valence,44.0,81.20091247558594,61.040184020996094,61.040184020996094,54.71101379394531
B,50,56,arousal,175.0,105.6874008178711,105.6874008178711,105.6874008178711,98.0745620727539
B,50,57,valence,44.0,80.41748046875,60.88349533081055,60.88349533081055,54.45531463623047
B,50,57,arousal,175.0,105.21987915039062,105.21987915039062,105.21987915039062,97.33210754394531
B,50,58,valence,44.0,80.08524322509766,60.817047119140625,60.817047119140625,54.377166748046875
B,50,58,arousal,175.0,105.15707397460938,105.15707397460938,105.15707397460938,96.43405151367188
B,50,59,valence,44.0,79.8507308959961,60.770145416259766,60.770145416259766,54.45187759399414
B,50,59,arousal,175.0,105.11876678466797,105.11876678466797,105.11876678466797,95.46239471435547
B,50,60,valence,44.0,79.14950561523438,60.62990188598633,60.62990188598633,54.56507110595703
B,50,60,arousal,175.0,104.54004669189453,104.54004669189453,104.54004669189453,94.42845916748047
B,50,61,valence,44.0,77.35691833496094,60.271385192871094,60.271385192871094,54.70762634277344
B,50,61,arousal,175.0,103.99400329589844,103.99400329589844,103.99400329589844,93.37340545654297
B,50,62,valence,44.0,75.59741973876953,59.91948318481445,59.91948318481445,54.85678482055664
B,50,62,arousal,168.0,103.99400329589844,103.99400329589844,103.99400329589844,92.29560852050781
B,50,63,valence,44.0,73.82395935058594,59.56479263305664,59.56479263305664,54.981773376464844
B,50,63,arousal,125.0,102.79862213134766,102.79862213134766,102.79862213134766,91.17493438720703
B,50,64,valence,43.0,71.86459350585938,59.17292022705078,59.17292022705078,55.08559036254883
B,50,64,arousal,112.0,102.25257110595703,102.25257110595703,102.25257110595703,90.04161834716797
B,50,65,valence,43.0,70.25745391845703,58.85149002075195,58.85149002075195,55.18665313720703
B,50,65,arousal,110.0,101.50092315673828,101.50092315673828,101.50092315673828,88.95565795898438
B,50,66,valence,43.0,69.39643859863281,58.67928695678711,58.67928695678711,55.27110290527344
B,50,66,arousal,105.0,100.6810531616211,100.6810531616211,100.6810531616211,88.01673889160156
B,50,67,valence,43.0,68.23152160644531,58.44630432128906,58.44630432128906,55.33843231201172
B,50,67,arousal,105.0,100.50332641601562,100.50332641601562,100.50332641601562,87.15238952636719
B,50,68,valence,43.0,68.01178741455078,58.40235900878906,58.40235900878906,55.345359802246094
B,50,68,arousal,105.0,100.17071533203125,100.17071533203125,100.17071533203125,86.37858581542969
B,50,69,valence,43.0,67.73176574707031,58.346351623535156,58.346351623535156,55.286651611328125
B,50,69,arousal,105.0,99.90006256103516,99.90006256103516,99.90006256103516,85.76737213134766
B,50,70,valence,43.0,67.29375457763672,56.94966125488281,56.94966125488281,55.222190856933594
B,50,70,arousal,105.0,100.41813659667969,100.41813659667969,100.41813659667969,85.3387680053711
B,50,71,valence,43.0,66.817138671875,55.763427734375,55.763427734375,55.212158203125
B,50,71,arousal,105.0,99.28924560546875,99.28924560546875,99.28924560546875,85.12440490722656
B,50,72,valence,43.0,65.87225341796875,46.774452209472656,46.774452209472656,55.288291931152344
B,50,72,arousal,105.0,97.21714782714844,97.21714782714844,97.21714782714844,85.09123229980469
B,50,73,valence,43.0,64.54736328125,46.50947570800781,46.50947570800781,55.465335845947266
B,50,73,arousal,105.0,95.16173553466797,95.16173553466797,95.16173553466797,85.2396240234375
B,50,74,valence,43.0,63.99616241455078,46.399234771728516,46.399234771728516,55.742591857910156
B,50,74,arousal,105.0,93.33954620361328,93.33954620361328,93.33954620361328,85.57540893554688
B,50,75,valence,43.0,63.568885803222656,52.713775634765625,52.713775634765625,56.10980987548828
B,50,75,arousal,105.0,91.72591400146484,91.72591400146484,91.72591400146484,86.07832336425781
B,50,76,valence,43.0,63.03913497924805,55.00782775878906,55.00782775878906,56.56586837768555
B,50,76,arousal,105.0,90.49939727783203,90.49939727783203,90.49939727783203,86.68223571777344
B,50,77,valence,43.0,62.41398620605469,54.88279724121094,54.88279724121094,57.043617248535156
B,50,77,arousal,105.0,89.25450134277344,89.25450134277344,89.25450134277344,87.33026123046875
B,50,78,valence,43.0,61.97970199584961,54.44685363769531,54.44685363769531,57.53294372558594
B,50,78,arousal,105.0,88.73823547363281,88.73823547363281,88.73823547363281,88.1722412109375
B,50,79,valence,43.0,61.514739990234375,48.5211296081543,48.5211296081543,58.03385925292969
B,50,79,arousal,105.0,89.30831909179688,89.30831909179688,89.30831909179688,89.20721435546875
B,50,80,valence,43.0,60.94368362426758,45.06146240234375,45.06146240234375,58.546356201171875
B,50,80,arousal,105.0,90.23433685302734,90.23433685302734,90.23433685302734,90.3240966796875
B,50,81,valence,43.0,60.76759719848633,43.586246490478516,43.586246490478516,58.98772048950195
B,50,81,arousal,105.0,91.0322494506836,91.0322494506836,91.0322494506836,91.41574096679688
B,50,82,valence,43.0,60.700653076171875,44.94013214111328,44.94013214111328,59.351951599121094
B,50,82,arousal,105.0,91.19522857666016,91.19522857666016,91.19522857666016,92.40325164794922
B,50,83,valence,43.0,60.95765686035156,44.99153137207031,44.99153137207031,59.61944580078125
B,50,83,arousal,105.0,91.17393493652344,91.17393493652344,91.17393493652344,93.28761291503906
B,50,84,valence,43.0,61.12455368041992,45.02490997314453,45.02490997314453,59.78083038330078
B,50,84,arousal,105.0,91.0259017944336,91.0259017944336,91.0259017944336,94.06864166259766
B,50,85,valence,43.0,61.07865905761719,45.01573181152344,45.01573181152344,59.83753204345703
B,50,85,arousal,105.0,90.78721618652344,90.78721618652344,90.78721618652344,94.73567199707031
B,50,86,valence,43.0,60.21446228027344,45.104713439941406,45.104713439941406,59.79505920410156
B,50,86,arousal,105.0,89.44283294677734,89.44283294677734,89.44283294677734,95.29714965820312
B,50,87,valence,43.0,59.03171920776367,45.40634536743164,45.40634536743164,59.64967727661133
B,50,87,arousal,97.0,87.55239868164062,87.55239868164062,87.55239868164062,95.78504943847656
B,50,88,valence,43.0,58.01298904418945,45.202598571777344,45.202598571777344,59.46995162963867
B,50,88,arousal,97.0,85.82255554199219,85.82255554199219,85.82255554199219,96.24051666259766
B,50,89,valence,43.0,57.052188873291016,45.272254943847656,45.272254943847656,59.238590240478516
B,50,89,arousal,97.0,84.26270294189453,84.26270294189453,84.26270294189453,96.49337768554688
B,50,90,valence,43.0,56.841773986816406,52.168357849121094,52.168357849121094,58.955596923828125
B,50,90,arousal,97.0,83.31111907958984,83.31111907958984,83.31111907958984,96.52902221679688
B,50,91,valence,43.0,56.596561431884766,52.11931228637695,52.11931228637695,58.620967864990234
B,50,91,arousal,97.0,82.04254150390625,82.04254150390625,82.04254150390625,96.40061950683594
B,50,92,valence,43.0,55.997833251953125,53.19229507446289,53.19229507446289,58.23747253417969
B,50,92,arousal,97.0,80.03429412841797,80.03429412841797,80.03429412841797,96.1387710571289
B,50,93,valence,43.0,56.23923873901367,53.647850036621094,53.647850036621094,57.80811309814453
B,50,93,arousal,97.0,79.77198791503906,79.77198791503906,79.77198791503906,95.7741928100586
B,50,94,valence,43.0,56.40199279785156,48.3858528137207,48.3858528137207,57.33587646484375
B,50,94,arousal,97.0,79.69772338867188,79.69772338867188,79.69772338867188,95.34077453613281
B,50,95,valence,43.0,56.08595657348633,40.81719207763672,40.81719207763672,56.834991455078125
B,50,95,arousal,97.0,79.87615966796875,79.87615966796875,79.87615966796875,94.83851623535156
B,50,96,valence,43.0,55.711002349853516,40.74220275878906,40.74220275878906,56.304752349853516
B,50,96,arousal,97.0,80.05894470214844,80.05894470214844,80.05894470214844,94.25370788574219
B,50,97,valence,43.0,54.81144714355469,40.56229019165039,40.56229019165039,55.75287628173828
B,50,97,arousal,97.0,80.18387603759766,80.18387603759766,80.18387603759766,93.58261108398438
B,50,98,valence,43.0,54.24027633666992,40.448055267333984,40.448055267333984,55.181617736816406
B,50,98,arousal,97.0,80.39685821533203,80.39685821533203,80.39685821533203,92.82732391357422
B,50,99,valence,43.0,53.73116683959961,40.34623336791992,40.34623336791992,54.56700897216797
B,50,99,arousal,97.0,80.54737854003906,80.54737854003906,80.54737854003906,91.94108581542969
B,50,100,valence,43.0,53.22426223754883,40.24485397338867,40.24485397338867,53.95151138305664
B,50,100,arousal,97.0,80.720703125,80.720703125,80.720703125,91.09222412109375
B,50,101,valence,43.0,52.73514938354492,40.147029876708984,40.147029876708984,53.362342834472656
B,50,101,arousal,97.0,80.77226257324219,80.77226257324219,80.77226257324219,90.33319854736328
B,50,102,valence,43.0,52.669925689697266,40.13398742675781,40.13398742675781,52.78519058227539
B,50,102,arousal,97.0,80.7005615234375,80.7005615234375,80.7005615234375,89.6567153930664
B,50,103,valence,43.0,52.60741424560547,40.121482849121094,40.121482849121094,52.281715393066406
B,50,103,arousal,97.0,80.30213928222656,80.30213928222656,80.30213928222656,89.06526184082031
B,50,104,valence,43.0,52.62842559814453,40.12568664550781,40.12568664550781,51.84428405761719
B,50,104,arousal,97.0,79.77796936035156,79.77796936035156,79.77796936035156,88.55335998535156
B,50,105,valence,43.0,52.539947509765625,40.10799026489258,40.10799026489258,51.466285705566406
B,50,105,arousal,97.0,79.25379180908203,79.25379180908203,79.25379180908203,88.07568359375
B,50,106,valence,43.0,52.45109939575195,40.0902214050293,40.0902214050293,51.136695861816406
B,50,106,arousal,97.0,78.7296142578125,78.7296142578125,78.7296142578125,87.62303924560547
B,50,107,valence,43.0,52.4019660949707,40.08039474487305,40.08039474487305,50.85423278808594
B,50,107,arousal,97.0,78.28155517578125,78.28155517578125,78.28155517578125,87.23477172851562
B,50,108,valence,43.0,52.78842544555664,40.157684326171875,40.157684326171875,50.612064361572266
B,50,108,arousal,97.0,77.85440826416016,77.85440826416016,77.85440826416016,86.91709899902344
B,50,109,valence,43.0,53.149139404296875,40.229827880859375,40.229827880859375,50.413333892822266
B,50,109,arousal,97.0,77.85906982421875,77.85906982421875,77.85906982421875,86.67811584472656
B,50,110,valence,43.0,53.471763610839844,40.29435348510742,40.29435348510742,50.26680374145508
B,50,110,arousal,97.0,77.513916015625,77.513916015625,77.513916015625,86.57119750976562
C,75,0,valence,128.0,129.375,128.27499389648438,128.27499389648438,123.68050384521484
C,75,0,arousal,128.0,128.0,128.0,128.0,129.26133728027344
C,75,1,valence,128.0,130.79348754882812,128.55870056152344,128.55870056152344,124.14215087890625
C,75,1,arousal,128.0,128.0,128.0,128.0,129.33860778808594
C,75,2,valence,128.0,132.75454711914062,128.95091247558594,128.95091247558594,124.76142120361328
C,75,2,arousal,128.0,128.0,128.0,128.0,129.39111328125
C,75,3,valence,128.0,134.49847412109375,129.29969787597656,129.29969787597656,125.40946960449219
C,75,3,arousal,128.0,128.0,128.0,128.0,129.42013549804688
C,75,4,valence,128.0,136.4707794189453,129.79151916503906,129.79151916503906,126.36674499511719
C,75,4,arousal,128.0,128.28570556640625,128.05714416503906,128.05714416503906,129.4357147216797
C,75,5,valence,128.0,138.874267578125,130.35543823242188,130.35543823242188,127.57351684570312
C,75,5,arousal,128.0,128.6708984375,128.13418579101562,128.13418579101562,129.436767578125
C,75,6,valence,128.0,141.95925903320312,131.11294555664062,131.11294555664062,128.64312744140625
C,75,6,arousal,128.0,129.81936645507812,128.36387634277344,128.36387634277344,129.41983032226562
C,75,7,valence,128.0,146.00030517578125,131.94564819335938,131.94564819335938,129.8979034423828
C,75,7,arousal,128.0,130.9861297607422,128.59722900390625,128.59722900390625,129.39488220214844
C,75,8,valence,128.0,149.96664428710938,133.65072631835938,133.65072631835938,131.1751708984375
C,75,8,arousal,128.0,132.25856018066406,128.85171508789062,128.85171508789062,129.36085510253906
C,75,9,valence,122.0,154.32408142089844,139.66770935058594,139.66770935058594,132.52239990234375
C,75,9,arousal,164.0,133.8648223876953,129.1729736328125,129.1729736328125,129.35467529296875
C,75,10,valence,122.0,159.07763671875,156.70567321777344,156.70567321777344,134.1236572265625
C,75,10,arousal,164.0,135.50059509277344,129.5001220703125,129.5001220703125,129.55311584472656
C,75,11,valence,122.0,163.64285278320312,162.3629913330078,162.3629913330078,135.9136962890625
C,75,11,arousal,164.0,136.85064697265625,129.84286499023438,129.84286499023438,129.95114135742188
C,75,12,valence,122.0,166.5035400390625,162.95106506347656,162.95106506347656,137.71282958984375
C,75,12,arousal,164.0,138.4636993408203,130.29273986816406,130.29273986816406,130.51927185058594
C,75,13,valence,122.0,169.01535034179688,164.6488800048828,164.6488800048828,139.51390075683594
C,75,13,arousal,195.0,139.7196044921875,130.54391479492188,130.54391479492188,131.1730499267578
C,75,14,valence,129.0,171.70217895507812,165.1923828125,165.1923828125,141.23121643066406
C,75,14,arousal,195.0,140.95571899414062,132.6093292236328,132.6093292236328,131.92840576171875
C,75,15,valence,131.0,174.7803955078125,166.74668884277344,166.74668884277344,143.0306396484375
C,75,15,arousal,195.0,142.39935302734375,133.87986755371094,133.87986755371094,132.82467651367188
C,75,16,valence,131.0,176.63015747070312,170.72108459472656,170.72108459472656,144.89852905273438
C,75,16,arousal,195.0,144.50767517089844,134.30154418945312,134.30154418945312,134.0102081298828
C,75,17,valence,131.0,177.96575927734375,170.9882049560547,170.9882049560547,146.76565551757812
C,75,17,arousal,195.0,147.02066040039062,135.845458984375,135.845458984375,135.55242919921875
C,75,18,valence,131.0,179.14077758789062,171.22320556640625,171.22320556640625,148.5318603515625
C,75,18,arousal,195.0,149.60537719726562,143.32107543945312,143.32107543945312,137.43333435058594
C,75,19,valence,174.0,180.30963134765625,174.74310302734375,174.74310302734375,150.28579711914062
C,75,19,arousal,195.0,152.0292205810547,145.41741943359375,145.41741943359375,139.65086364746094
C,75,20,valence,174.0,181.56463623046875,175.28111267089844,175.28111267089844,151.99122619628906
C,75,20,arousal,195.0,154.0717315673828,147.21435546875,147.21435546875,142.1298828125
C,75,21,valence,181.0,182.6874237060547,175.90286254882812,175.90286254882812,153.35556030273438
C,75,21,arousal,195.0,156.49851989746094,147.69970703125,147.69970703125,144.50091552734375
C,75,22,valence,151.0,183.54869079589844,176.07510375976562,176.07510375976562,154.6321563720703
C,75,22,arousal,225.0,158.5357208251953,152.30714416503906,152.30714416503906,146.7955322265625
C,75,23,valence,141.0,184.4141082763672,176.255615234375,176.255615234375,156.02548217773438
C,75,23,arousal,243.0,159.361572265625,152.47232055664062,152.47232055664062,148.94808959960938
C,75,24,valence,205.0,185.43505859375,176.53402709960938,176.53402709960938,157.3204345703125
C,75,24,arousal,255.0,160.6614532470703,152.73228454589844,152.73228454589844,151.24981689453125
C,75,25,valence,207.0,186.40231323242188,178.89956665039062,178.89956665039062,158.48330688476562
C,75,25,arousal,255.0,162.10418701171875,162.20431518554688,162.20431518554688,153.68954467773438
C,75,26,valence,207.0,187.43447875976562,179.59706115722656,179.59706115722656,159.3946533203125
C,75,26,arousal,255.0,163.44894409179688,162.5526123046875,162.5526123046875,156.22274780273438
C,75,27,valence,207.0,188.44569396972656,181.67160034179688,181.67160034179688,160.1739501953125
C,75,27,arousal,255.0,164.8816375732422,162.97633361816406,162.97633361816406,158.55136108398438
C,75,28,valence,207.0,189.53216552734375,182.40472412109375,182.40472412109375,161.0664520263672
C,75,28,arousal,255.0,165.85595703125,163.25714111328125,163.25714111328125,160.5458526611328
C,75,29,valence,207.0,190.71810913085938,183.23019409179688,183.23019409179688,161.822265625
C,75,29,arousal,255.0,166.8580322265625,164.47409057617188,164.47409057617188,162.2150115966797
C,75,30,valence,207.0,191.888427734375,183.46426391601562,183.46426391601562,162.00442504882812
C,75,30,arousal,255.0,168.19155883789062,165.038330078125,165.038330078125,163.57498168945312
C,75,31,valence,207.0,192.99203491210938,184.65138244628906,184.65138244628906,162.3614501953125
C,75,31,arousal,255.0,170.09327697753906,165.6996612548828,165.6996612548828,164.67971801757812
C,75,32,valence,207.0,193.99734497070312,185.2687225341797,185.2687225341797,162.80531311035156
C,75,32,arousal,255.0,172.30520629882812,166.41641235351562,166.41641235351562,165.7078857421875
C,75,33,valence,207.0,195.087646484375,187.2645263671875,187.2645263671875,163.53921508789062
C,75,33,arousal,223.0,173.9545440673828,167.64544677734375,167.64544677734375,166.62884521484375
C,75,34,valence,189.0,196.1815185546875,188.55746459960938,188.55746459960938,164.35670471191406
C,75,34,arousal,223.0,175.64166259765625,169.01593017578125,169.01593017578125,167.59678649902344
C,75,35,valence,150.0,197.13784790039062,191.6306610107422,191.6306610107422,165.38897705078125
C,75,35,arousal,217.0,177.40850830078125,169.06683349609375,169.06683349609375,168.43759155273438
C,75,36,valence,150.0,198.02952575683594,192.9185028076172,192.9185028076172,166.63418579101562
C,75,36,arousal,187.0,178.92678833007812,170.58535766601562,170.58535766601562,169.18536376953125
C,75,37,valence,150.0,198.5363006591797,194.16419982910156,194.16419982910156,168.13079833984375
C,75,37,arousal,187.0,179.9545440673828,170.79090881347656,170.79090881347656,169.79074096679688
C,75,38,valence,150.0,198.90408325195312,196.20159912109375,196.20159912109375,169.67050170898438
C,75,38,arousal,187.0,180.72433471679688,172.97462463378906,172.97462463378906,170.37728881835938
C,75,39,valence,150.0,199.24705505371094,194.6246795654297,194.6246795654297,171.25144958496094
C,75,39,arousal,187.0,180.71429443359375,175.14285278320312,175.14285278320312,171.0014190673828
C,75,40,valence,150.0,200.00502014160156,194.77627563476562,194.77627563476562,172.83969116210938
C,75,40,arousal,187.0,181.5357208251953,176.52203369140625,176.52203369140625,171.63790893554688
C,75,41,valence,150.0,200.65643310546875,197.74700927734375,197.74700927734375,174.419921875
C,75,41,arousal,174.0,182.77362060546875,177.34317016601562,177.34317016601562,172.26036071777344
C,75,42,valence,150.0,201.5445556640625,201.00997924804688,201.00997924804688,175.76397705078125
C,75,42,arousal,174.0,183.50473022460938,175.70094299316406,175.70094299316406,172.83876037597656
C,75,43,valence,136.0,202.5498809814453,201.21104431152344,201.21104431152344,176.8889617919922
C,75,43,arousal,148.0,183.83087158203125,179.58932495117188,179.58932495117188,173.45037841796875
C,75,44,valence,136.0,203.3019561767578,203.13919067382812,203.13919067382812,177.90528869628906
C,75,44,arousal,148.0,184.6136474609375,180.1227264404297,180.1227264404297,174.09881591796875
C,75,45,valence,136.0,203.92974853515625,203.26475524902344,203.26475524902344,178.67169189453125
C,75,45,arousal,148.0,185.45098876953125,182.09019470214844,182.09019470214844,174.70712280273438
C,75,46,valence,136.0,204.73611450195312,206.388916015625,206.388916015625,179.3167266845703
C,75,46,arousal,148.0,186.06759643554688,184.8135223388672,184.8135223388672,175.282470703125
C,75,47,valence,136.0,205.38931274414062,206.52249145507812,206.52249145507812,179.79995727539062
C,75,47,arousal,148.0,186.5303955078125,180.36392211914062,180.36392211914062,175.76153564453125
C,75,48,valence,136.0,205.63165283203125,208.5689239501953,208.5689239501953,180.1728515625
C,75,48,arousal,148.0,187.41470336914062,184.48294067382812,184.48294067382812,176.2223358154297
C,75,49,valence,136.0,206.3025360107422,205.94647216796875,205.94647216796875,180.4463348388672
C,75,49,arousal,148.0,188.31582641601562,184.6631622314453,184.6631622314453,176.72622680664062
C,75,50,valence,175.0,206.86630249023438,208.80010986328125,208.80010986328125,180.71014404296875
C,75,50,arousal,152.0,188.74942016601562,184.7498779296875,184.7498779296875,177.28988647460938
C,75,51,valence,175.0,207.1800537109375,208.86285400390625,208.86285400390625,180.88584899902344
C,75,51,arousal,152.0,188.88165283203125,183.5763397216797,183.5763397216797,177.9694061279297
C,75,52,valence,175.0,207.13165283203125,203.51995849609375,203.51995849609375,181.0406036376953
C,75,52,arousal,152.0,188.75411987304688,183.62025451660156,183.62025451660156,178.80906677246094
C,75,53,valence,175.0,206.68417358398438,203.4304656982422,203.4304656982422,181.25286865234375
C,75,53,arousal,152.0,189.21075439453125,183.04214477539062,183.04214477539062,179.85665893554688
C,75,54,valence,194.0,206.23818969726562,202.81784057617188,202.81784057617188,181.53369140625
C,75,54,arousal,154.0,189.60330200195312,187.3206787109375,187.3206787109375,180.97882080078125
C,75,55,valence,194.0,206.3636474609375,202.0430450439453,202.0430450439453,181.78146362304688
C,75,55,arousal,154.0,189.99351501464844,185.5987091064453,185.5987091064453,182.20126342773438
C,75,56,valence,194.0,206.06051635742188,207.31564331054688,207.31564331054688,182.09136962890625
C,75,56,arousal,154.0,190.41824340820312,183.2406768798828,183.2406768798828,183.52767944335938
C,75,57,valence,194.0,205.9102783203125,207.28558349609375,207.28558349609375,182.44825744628906
C,75,57,arousal,154.0,190.99794006347656,182.8326416015625,182.8326416015625,184.90914916992188
C,75,58,valence,194.0,206.27745056152344,207.36094665527344,207.36094665527344,182.86294555664062
C,75,58,arousal,154.0,191.30047607421875,186.6601104736328,186.6601104736328,186.39144897460938
C,75,59,valence,194.0,206.59503173828125,207.427490234375,207.427490234375,183.4468994140625
C,75,59,arousal,158.0,191.40435791015625,187.9618682861328,187.9618682861328,187.95118713378906
C,75,60,valence,194.0,206.94125366210938,207.49673461914062,207.49673461914062,184.11741638183594
C,75,60,arousal,158.0,191.16116333007812,188.03224182128906,188.03224182128906,189.54530334472656
C,75,61,valence,194.0,207.30874633789062,207.37269592285156,207.37269592285156,184.73866271972656
C,75,61,arousal,193.0,191.4566192626953,188.09132385253906,188.09132385253906,191.13955688476562
C,75,62,valence,194.0,207.3547821044922,207.5291290283203,207.5291290283203,185.4639892578125
C,75,62,arousal,193.0,191.5985870361328,186.9197235107422,186.9197235107422,192.69839477539062
C,75,63,valence,194.0,207.4008331298828,207.6183319091797,207.6183319091797,186.4075927734375
C,75,63,arousal,101.0,192.3211212158203,187.46090698242188,187.46090698242188,194.15359497070312
C,75,64,valence,105.0,207.07142639160156,207.55245971679688,207.55245971679688,187.32472229003906
C,75,64,arousal,87.0,192.6289825439453,188.72579956054688,188.72579956054688,195.44534301757812
C,75,65,valence,105.0,206.86480712890625,206.32595825195312,206.32595825195312,188.2469024658203
C,75,65,arousal,87.0,192.50767517089844,187.5015411376953,187.5015411376953,196.64480590820312
C,75,66,valence,105.0,206.74349975585938,207.450927734375,207.450927734375,189.0828094482422
C,75,66,arousal,108.0,192.30194091796875,187.35130310058594,187.35130310058594,197.71475219726562
C,75,67,valence,105.0,206.6221923828125,206.07992553710938,206.07992553710938,189.81756591796875
C,75,67,arousal,78.0,192.2405548095703,186.84811401367188,186.84811401367188,198.67266845703125
C,75,68,valence,105.0,206.50088500976562,206.0556640625,206.0556640625,190.47476196289062
C,75,68,arousal,69.0,192.708984375,186.94180297851562,186.94180297851562,199.56515502929688
C,75,69,valence,111.0,206.4418487548828,206.04385375976562,206.04385375976562,191.08786010742188
C,75,69,arousal,60.0,193.72698974609375,187.14541625976562,187.14541625976562,200.36260986328125
C,75,70,valence,111.0,206.4512939453125,206.07540893554688,206.07540893554688,191.45135498046875
C,75,70,arousal,60.0,193.92355346679688,187.6458740234375,187.6458740234375,201.0555877685547
C,75,71,valence,133.0,207.05519104003906,206.3937225341797,206.3937225341797,191.71609497070312
C,75,71,arousal,62.0,194.1617431640625,182.33319091796875,182.33319091796875,201.6632080078125
C,75,72,valence,150.0,207.52952575683594,206.48858642578125,206.48858642578125,191.92221069335938
C,75,72,arousal,70.0,194.19332885742188,181.8386688232422,181.8386688232422,202.2373046875
C,75,73,valence,150.0,207.57144165039062,206.49697875976562,206.49697875976562,192.09461975097656
C,75,73,arousal,70.0,193.93801879882812,181.78759765625,181.78759765625,202.78311157226562
C,75,74,valence,150.0,207.5230255126953,202.26905822753906,202.26905822753906,192.23648071289062
C,75,74,arousal,70.0,193.66793823242188,181.73358154296875,181.73358154296875,203.32861328125
C,75,75,valence,150.0,207.55992126464844,202.15509033203125,202.15509033203125,192.37844848632812
C,75,75,arousal,70.0,193.36953735351562,181.37307739257812,181.37307739257812,203.8865203857422
C,75,76,valence,166.0,207.59976196289062,202.1742401123047,202.1742401123047,192.502197265625
C,75,76,arousal,86.0,193.03541564941406,181.60708618164062,181.60708618164062,204.42686462402344
C,75,77,valence,166.0,207.57467651367188,202.1763153076172,202.1763153076172,192.60772705078125
C,75,77,arousal,86.0,192.91558837890625,180.98312377929688,180.98312377929688,204.9603271484375
C,75,78,valence,166.0,207.60595703125,202.17669677734375,202.17669677734375,192.83047485351562
C,75,78,arousal,86.0,192.76004028320312,179.15200805664062,179.15200805664062,205.49139404296875
C,75,79,valence,166.0,207.5292205810547,201.62271118164062,201.62271118164062,193.06124877929688
C,75,79,arousal,91.0,192.50885009765625,178.50177001953125,178.50177001953125,206.0203094482422
C,75,80,valence,170.0,207.74026489257812,201.79196166992188,201.79196166992188,193.28567504882812
C,75,80,arousal,107.0,192.341796875,178.17416381835938,178.17416381835938,206.52694702148438
C,75,81,valence,170.0,207.8975830078125,202.27487182617188,202.27487182617188,193.51463317871094
C,75,81,arousal,107.0,192.2142791748047,178.64285278320312,178.64285278320312,207.03857421875
C,75,82,valence,198.0,208.0628662109375,202.4793701171875,202.4793701171875,193.74578857421875
C,75,82,arousal,107.0,192.07142639160156,178.82586669921875,178.82586669921875,207.53329467773438
C,75,83,valence,198.0,208.30165100097656,201.93453979492188,201.93453979492188,193.97727966308594
C,75,83,arousal,103.0,192.0303955078125,179.00608825683594,179.00608825683594,207.98765563964844
C,75,84,valence,198.0,208.46575927734375,201.96737670898438,201.96737670898438,194.20904541015625
C,75,84,arousal,103.0,192.27183532714844,179.05438232421875,179.05438232421875,208.4016876220703
C,75,85,valence,198.0,208.62692260742188,202.59217834472656,202.59217834472656,194.44561767578125
